City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
368,Anloga,GH,1601341018,5.79,0.9,25.0,88,20,4.1
369,Amurzet,RU,1601341018,47.7,131.1,12.88,65,0,3.38
370,Pedernales,DO,1601341019,18.04,-71.74,28.0,83,40,4.1
371,Ciudad del Carmen,MX,1601340789,18.63,-91.83,31.0,70,75,3.1
372,Ambon City,ID,1601340961,-3.7,128.18,29.0,74,40,1.0
373,Marabu,MY,1601341020,4.41,114.01,28.0,78,20,3.1
374,Ormara,PK,1601341020,25.21,64.64,26.84,79,0,2.83
375,Porbandar,IN,1601341020,21.64,69.61,26.54,73,9,3.36
376,Bireun,ID,1601341013,5.2,96.7,26.89,73,100,2.06
377,Porto San Giorgio,IT,1601341021,43.18,13.79,13.89,44,2,0.89
378,Santa Rosa,PH,1601341021,14.31,121.11,30.0,79,40,1.0
379,Caravelas,BR,1601341022,-17.71,-39.25,23.77,87,2,4.34
380,Lang Son,VN,1601341022,21.83,106.73,24.81,88,98,1.22
381,Mana,GF,1601341022,5.66,-53.78,26.22,83,0,5.92
382,Aripuanã,BR,1601341022,-9.17,-60.63,25.93,64,8,0.31
383,Acolla,PE,1601341023,-11.73,-75.55,8.82,70,94,2.31
384,Acapulco de Juárez,MX,1601341023,16.86,-99.89,29.0,79,75,2.1
385,Soyo,AO,1601341023,-6.13,12.37,23.12,82,99,3.28
386,Burē,ET,1601341024,10.7,37.07,12.41,90,0,1.35
387,Padang,ID,1601341024,-0.95,100.35,26.99,72,96,1.26
388,Mahanoro,MG,1601341024,-19.9,48.8,19.21,90,1,1.26
389,Wewak,PG,1601340770,-3.55,143.63,29.39,65,56,4.44
390,Alice Springs,AU,1601341025,-23.7,133.88,27.0,10,77,7.7
391,Tangshan,CN,1601340744,39.63,118.18,13.26,70,100,6.77
392,Mabaruma,GY,1601341026,8.2,-59.78,24.06,92,7,1.47
393,Namatanai,PG,1601341026,-3.67,152.43,29.73,66,62,0.95
394,Lompoc,US,1601341027,34.64,-120.46,20.0,82,1,6.2
395,Brigantine,US,1601341027,39.41,-74.36,21.11,83,1,3.6
396,Clarence Town,AU,1601341027,-32.58,151.78,20.56,59,40,3.1
397,Umm Kaddadah,SD,1601341027,13.6,26.69,30.32,46,56,4.09
398,Mossamedes,AO,1601341028,-15.2,12.15,17.55,87,100,1.9
399,Loíza,PR,1601341028,18.43,-65.88,27.0,83,75,1.5
400,Nadym,RU,1601341006,65.53,72.52,1.98,86,100,4.11
401,Alta Floresta,BR,1601341029,-9.88,-56.09,26.9,54,40,1.05
402,Cedar City,US,1601341029,37.68,-113.06,21.0,13,1,5.1
403,Malartic,CA,1601341029,48.13,-78.13,15.0,100,90,1.5
404,Dolinsk,RU,1601341030,47.35,142.8,20.0,68,40,7.0
405,Kwang Binh,VN,1601340743,17.48,106.6,27.81,81,100,1.59
406,Kenai,US,1601341030,60.55,-151.26,11.67,76,90,5.1
407,Yenagoa,NG,1601340900,4.92,6.26,23.4,96,91,1.56
408,Aksu,CN,1601341030,41.12,80.26,13.61,36,90,1.39
409,Kabanjahe,ID,1601340734,3.1,98.49,20.88,83,100,0.53
410,Rojhan,PK,1601341031,28.69,69.95,26.83,38,0,2.82
411,Ternate,ID,1601341025,0.8,127.4,28.51,71,87,0.94
412,Grindavik,IS,1601341032,63.84,-22.43,4.0,93,75,3.1
413,Naze,JP,1601341032,28.37,129.48,26.0,69,75,6.7
414,Asău,RO,1601341033,46.43,26.4,13.33,98,100,1.81
415,Tari,NG,1601341034,12.41,4.49,27.31,73,100,4.85
416,Boma,GH,1601341034,7.08,-2.17,21.33,97,100,0.64
417,Biltine,TD,1601341034,14.53,20.92,26.0,66,70,3.15
418,Hope,US,1601341035,33.67,-93.59,19.44,48,0,0.89
419,Kabalo,CD,1601341035,-6.05,26.92,22.01,91,100,1.53
420,Jablah,SY,1601341035,35.36,35.93,24.67,71,0,0.81
421,Penzance,GB,1601341035,50.12,-5.54,12.22,100,27,4.6
422,Qasigiannguit,GL,1601341036,68.82,-51.19,-2.0,63,85,6.7
423,Kharp,RU,1601341036,66.8,65.81,1.49,88,98,1.0
424,Te Anau,NZ,1601341036,-45.42,167.72,1.94,84,99,1.85
425,Ouésso,CG,1601341036,1.61,16.05,20.98,97,95,0.21
426,Bundaberg,AU,1601341036,-24.85,152.35,25.0,46,40,7.7
427,Turan,VN,1601340947,16.07,108.22,31.0,70,20,1.5
428,Dutse,NG,1601341037,11.76,9.34,24.65,72,100,1.82
429,Esil,KZ,1601341037,51.96,66.4,7.88,80,0,1.55
430,Grants Pass,US,1601341038,42.44,-123.33,36.0,8,1,4.6
431,Krasnosel'kup,RU,1601341038,65.7,82.47,-1.23,97,39,3.93
432,Pueblo,US,1601341039,38.25,-104.61,17.0,17,1,3.1
433,Jieshi,CN,1601341039,22.81,115.83,27.22,81,47,5.52
434,Nuuk,GL,1601341039,64.18,-51.72,1.0,80,17,1.0
435,Hofn,IS,1601341039,64.25,-15.21,6.97,77,8,1.84
436,Paso de Patria,AR,1601341040,-27.25,-58.55,20.0,42,0,4.1
437,Port-Gentil,GA,1601341040,-0.72,8.78,24.86,74,88,4.62
438,Yantal',RU,1601341040,56.85,105.25,5.17,74,99,3.76
439,Havre-St-Pierre,CA,1601341040,50.23,-63.6,11.0,93,75,1.0
440,Hendersonville,US,1601341040,36.3,-86.62,16.0,93,1,1.1
441,Birin,NP,1601341041,26.89,88.07,25.0,94,40,0.5
442,Kūhdasht,IR,1601341041,33.53,47.61,14.44,53,0,2.3
443,Mendeleyevsk,RU,1601341041,55.91,52.29,5.0,80,0,3.0
444,Tumut,AU,1601341042,-35.3,148.22,16.68,55,85,3.31
445,Dubbo,AU,1601340815,-32.25,148.62,18.0,52,0,5.1
446,Cleveland,US,1601341043,41.5,-81.7,16.0,82,90,8.2
447,Sakaiminato,JP,1601341043,35.55,133.23,20.0,68,20,1.5
448,Oriximiná,BR,1601341043,-1.77,-55.87,27.21,63,0,2.65
449,Curuguaty,PY,1601341044,-24.47,-55.69,20.17,45,0,1.89
450,Pedregulho,BR,1601341045,-20.26,-47.48,26.8,31,99,1.75
451,Tinton Falls,US,1601341045,40.3,-74.1,21.67,83,1,2.1
452,Nabire,ID,1601341046,-3.37,135.48,30.7,59,15,0.5
453,Saint Andrews,US,1601341046,34.05,-81.13,23.0,83,90,4.6
454,Revelstoke,CA,1601341046,50.98,-118.2,17.0,63,1,2.1
455,Porto-Novo,BJ,1601341046,6.5,2.6,24.64,88,100,3.02
456,Talcahuano,CL,1601341047,-36.72,-73.12,10.0,76,75,4.1
457,Bonavista,CA,1601341047,48.65,-53.11,16.48,87,100,8.06
458,Portland,US,1601341011,45.52,-122.68,28.89,34,0,4.1
459,Ambilobe,MG,1601341048,-13.2,49.05,18.65,86,0,1.32
460,Mhasla,IN,1601341048,18.13,73.12,23.03,90,6,1.67
461,Kamiiso,JP,1601341048,41.82,140.65,18.0,68,20,2.1
462,Saint-Pierre,RE,1601341049,-21.34,55.48,21.0,73,20,3.1
463,Kot Addu,PK,1601341049,30.47,70.97,26.0,69,0,4.31
464,Mari-Turek,RU,1601341049,56.79,49.62,7.43,74,88,1.21
465,Sittwe,MM,1601341049,20.15,92.9,27.22,89,100,2.61
466,Limanowa,PL,1601341050,49.71,20.42,12.22,85,97,0.5
467,San Policarpo,PH,1601341050,12.18,125.51,29.08,71,97,1.05
468,Boguchany,RU,1601341050,58.38,97.45,3.43,91,100,4.5
469,Aklavik,CA,1601341050,68.22,-135.01,3.0,100,90,2.1
470,Jiménez,MX,1601341051,28.33,-105.4,24.0,31,5,5.1
471,Laguna,US,1601341051,38.42,-121.42,38.0,8,1,3.6
472,Marsabit,KE,1601341051,2.33,37.99,18.16,86,86,8.62
473,Lokosovo,RU,1601341051,61.13,74.82,0.49,93,48,2.34
474,Pestravka,RU,1601341051,52.41,49.96,10.54,66,0,2.33
475,Toyooka,JP,1601341052,35.53,134.83,17.0,100,40,1.0
476,Newton,US,1601341052,42.34,-71.21,21.67,93,41,6.2
477,Kirchheim,DE,1601341052,50.83,9.57,6.11,92,0,0.45
478,Maţāy,EG,1601341053,28.42,30.78,27.44,33,0,7.04
